"","sin1","cos1","sin2","cos2","sin3","cos3","sin4","cos4","sin5","cos5","sin6","cos6","sin7","cos7","sin8","cos8","sin9","cos9","sin10","cos10"
"338",-0.0498379165971041,-0.0368096952221872,0.059218303305193,-0.0182198832802074,-0.020526329859972,0.0584588861985056,-0.0348285512772984,-0.0512420101968571,0.0619102370142965,0.00242778621872772,-0.0387342989286436,0.0483572712174362,-0.0158854506891853,-0.0598867602186967,0.0576096753745868,0.0228012476922851,-0.0525673953080775,0.0327939101604935,0.00485184332177433,-0.0617675579043818
"339",-0.0502782013108316,-0.03620599489087,0.058761662951504,-0.0196427737416091,-0.0183983412623468,0.0591631019460984,-0.0372589619809371,-0.0495029427932653,0.0619440232630087,-0.00130750720152721,-0.0351369018714334,0.0510310662240901,-0.0208784574492127,-0.0583340518705124,0.059538190055815,0.0171457142740647,-0.0487056359668078,0.0382953341565133,-0.00261443204731898,-0.0619026359548619
"340",-0.0507111736444441,-0.0355970288183332,0.0582708390366516,-0.0210542373657859,-0.0162462725752484,0.0597898839311546,-0.0396026863171851,-0.0476487022861363,0.0617526490592114,-0.00503804796127317,-0.0313556136946778,0.0534377870324019,-0.0257227608277018,-0.0563658688258334,0.0609129429388909,0.0113307094046945,-0.04427065557649,0.0433460568900795,-0.0100427291427778,-0.0611384918398795
"341",-0.0511367706271471,-0.0349828855716157,0.0577461170887924,-0.0224534530586653,-0.0140729404659948,0.0603384118098146,-0.041854271397983,-0.0456836027348347,0.061336810029376,-0.0087502759105332,-0.0274102240007357,0.0555648379221942,-0.0303838580700627,-0.0539962291448995,0.0617211475143852,0.00541031816048854,-0.0393146498237505,0.0478866359470582,-0.0173251415839295,-0.0594862258189827
"342",-0.0515549303608052,-0.0343636544707157,0.0571878023556663,-0.0238396068511932,-0.0118811894318639,0.0608079676586414,-0.044008478705639,-0.043612216122384,0.0606980177076132,-0.0124306974646031,-0.0233213812272665,0.0574010868428701,-0.0348285512772984,-0.0512420101968571,0.0619552867110101,-0.000560394188714787,-0.0338959463899805,0.0518636328405346,-0.0243558821682744,-0.0569698393616775
"343",-0.0519655920289443,-0.0337394255756012,0.0565962196270233,-0.0252118923728456,-0.00967388807716417,0.0611979369142515,-0.0460602962807162,-0.0414393617183331,0.0598385940413952,-0.0160659346519059,-0.0191104845823743,0.0589369236736788,-0.0390251838525827,-0.0481228284534723,0.061613182811532,-0.00652589433893581,-0.0280783184875645,0.0552302419332118,-0.0310328195782105,-0.0536258864925928
"344",-0.052368695905597,-0.033110289673111,0.0559717130456834,-0.0265695113207203,-0.00745392535875077,0.0615078091776677,-0.0480049503828127,-0.0391700948662867,0.0587616629515041,-0.019642773741609,-0.014799572050545,0.0601643105188694,-0.0429438659701688,-0.0446608997740348,0.0606980177076132,-0.012430697464603,-0.0219302343071544,0.0579468412972055,-0.0372589619809369,-0.0495029427932654
"345",-0.0527641833639888,-0.032476338263751,0.0553146459073371,-0.027911673923936,-0.00522420680490579,0.0617371788823379,-0.0498379165971041,-0.0368096952221872,0.0574711389768853,-0.023148213274241,-0.0104112050555094,0.0610768237745083,-0.0465566874607604,-0.0408808811765511,0.059218303305193,-0.0182198832802075,-0.0155240512093208,0.059981459028108,-0.0429438659701688,-0.0446608997740349
"346",-0.0531519968850647,-0.0318376635483869,0.0546254004492048,-0.0292375994030671,-0.00298765071253008,0.0618857458249485,-0.0515549303608051,-0.0343636544707158,0.0559717130456834,-0.0265695113207202,-0.00596835038365877,0.0616696877468022,-0.0498379165971039,-0.0368096952221874,0.0571878023556664,-0.0238396068511931,-0.00893516414421516,0.0613101495252307,-0.0480049503828127,-0.0391700948662868
"347",-0.0535320800658547,-0.0311943584148342,0.0539043776276769,-0.0305465164243489,-0.00074718432762024,0.0619533155583361,-0.0531519968850647,-0.0318376635483869,0.0542688354241774,-0.0298942317980201,-0.0014942599859628,0.0619397996459834,-0.0527641833639889,-0.0324763382637509,0.0546254004492048,-0.0292375994030671,-0.00224111832155479,0.0619172753095532,-0.0523686959055969,-0.0331102896731111
"348",-0.0539043776276769,-0.0305465164243489,0.0531519968850647,-0.0318376635483868,0.00149425998596271,0.0619397996459834,-0.0546254004492047,-0.0292375994030672,0.0523686959055971,-0.0331102896731108,0.00298765071252977,0.0618857458249485,-0.055314645907337,-0.0279116739239361,0.0515549303608053,-0.0343636544707155,0.00447930342598208,0.0617956910626315,-0.0559717130456833,-0.0265695113207206
"349",-0.0542688354241774,-0.0298942317980202,0.052368695905597,-0.0331102896731109,0.00373374858442747,0.0618452157777665,-0.0559717130456834,-0.0265695113207203,0.0502782013108316,-0.03620599489087,0.00745392535875057,0.0615078091776677,-0.0574711389768853,-0.0231482132742411,0.0480049503828128,-0.0391700948662866,0.0111470078450645,0.0609468277204998,-0.058761662951504,-0.0196427737416091
"350",-0.0546254004492048,-0.0292375994030671,0.0515549303608051,-0.0343636544707158,0.00596835038365857,0.0616696877468023,-0.0571878023556663,-0.0238396068511932,0.0480049503828128,-0.0391700948662866,0.0118811894318641,0.0608079676586414,-0.059218303305193,-0.0182198832802072,0.0440084787056389,-0.043612216122384,0.0176835221173834,0.059380675632854,-0.0606980177076131,-0.0124306974646032
"351",-0.0549740208445198,-0.0285767147390409,0.0507111736444441,-0.0355970288183332,0.00819514069547345,0.0614134452874255,-0.0582708390366515,-0.0210542373657859,0.0455572061658289,-0.0419918153865057,0.0162462725752483,0.0597898839311547,-0.0605436950015007,-0.0131617851621833,0.0396026863171852,-0.0476487022861362,0.0240119174133703,0.0571156669857203,-0.0617526490592114,-0.00503804796127333
